id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n170_4545f721-8f35-4fb6-bc5c-0996721ad722.vrp,170,62.0,3734.0,9390187.3735316284000873565673828125,63.0,10317177.532629616558551788330078125,97656.0,9523862.8904993496835231781005859375,1594.0,9657640.456475175917148590087890625,76531.0,3735.0,9343918.82846546359360218048095703125,77360.0,10217860.17309387028217315673828125,98672.0,9389943.07092909328639507293701171875,2360.0,9226301.48787100054323673248291015625,
problem_n170_66ec7056-f47a-41eb-8b4f-ed158b3ac87b.vrp,170,62.0,3641.0,10324292.4821704812347888946533203125,78.0,10767441.75787097029387950897216796875,88547.0,10527375.40022725798189640045166015625,1594.0,10423841.257583491504192352294921875,76985.0,3718.0,10216134.319440834224224090576171875,77657.0,10825627.3914179690182209014892578125,94891.0,10069268.2072849534451961517333984375,2125.0,10086492.33813656866550445556640625,
problem_n170_6bd7a508-da3b-490d-99d2-fa849c18550a.vrp,170,63.0,3719.0,9709719.73362868092954158782958984375,78.0,10215481.9161921702325344085693359375,96360.0,9613436.5266633071005344390869140625,1719.0,9622923.0127220116555690765380859375,78047.0,3781.0,9495886.4207512475550174713134765625,78079.0,10085132.537838041782379150390625,95875.0,9348769.7367664016783237457275390625,1953.0,9463120.73376709036529064178466796875,
problem_n170_74331079-0f91-498b-8d4d-0abfdbaf686f.vrp,170,62.0,3922.0,11743441.286511369049549102783203125,79.0,11981739.6833431310951709747314453125,90953.0,11505951.70511009357869625091552734375,1219.0,11675340.09059458039700984954833984375,79078.0,3938.0,11431394.2151206023991107940673828125,79203.0,12244897.60991363413631916046142578125,92172.0,11428241.12817944400012493133544921875,2437.0,11582584.04089992679655551910400390625,
problem_n170_85aaf5c5-d758-484c-9ed8-062f25161c93.vrp,170,94.0,3797.0,9797943.52615045942366123199462890625,78.0,10446774.8902289383113384246826171875,95454.0,10064322.62198599241673946380615234375,1954.0,9828594.42031812854111194610595703125,77531.0,3859.0,9716965.185277752578258514404296875,77593.0,10356067.129208266735076904296875,98454.0,9567853.64209001697599887847900390625,1625.0,9732488.08085607551038265228271484375,
problem_n170_b2c5b759-9fee-4776-8666-6df03d0a1053.vrp,170,63.0,3188.0,7797174.41318619810044765472412109375,78.0,8635418.83311902917921543121337890625,94156.0,7797823.234686848707497119903564453125,2000.0,7737062.841263613663613796234130859375,77907.0,3062.0,7737552.7388634569942951202392578125,77937.0,8651322.09105408750474452972412109375,92656.0,7558985.91848920844495296478271484375,1735.0,7710902.7128214649856090545654296875,
problem_n170_f3ff069c-d3bf-4129-90ab-d296e205dadd.vrp,170,62.0,3109.0,7327084.679082303307950496673583984375,78.0,7891485.261696024797856807708740234375,100672.0,7526817.842092878185212612152099609375,2109.0,7394916.38810956664383411407470703125,76328.0,3094.0,7271483.164605184458196163177490234375,76485.0,7830744.190774823538959026336669921875,95797.0,7200415.731906234286725521087646484375,2094.0,7276172.974404980428516864776611328125,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n180_08489306-dbf3-444b-b970-700b1b6dbfda.vrp,180,78.0,4563.0,10106649.56228324957191944122314453125,94.0,10617328.3063853196799755096435546875,104672.0,10219657.93694198131561279296875,1843.0,10122110.2161913216114044189453125,85578.0,4484.0,9873433.73617212474346160888671875,85813.0,10423028.5605207942426204681396484375,111343.0,10018217.93702170811593532562255859375,2250.0,9810939.5311982072889804840087890625,
problem_n180_157e2040-1139-4138-8113-02861c6f5dc1.vrp,180,78.0,4172.0,10328094.97287276200950145721435546875,78.0,10673878.53334490396082401275634765625,103844.0,10209032.17885591089725494384765625,1812.0,10348807.19439508579671382904052734375,85172.0,4063.0,10102223.58182670734822750091552734375,85438.0,11070356.18445879779756069183349609375,96125.0,10062188.99184694699943065643310546875,2343.0,10054729.19797742180526256561279296875,
problem_n180_1b8cf142-9b28-425e-be67-2ad44fbb15ff.vrp,180,78.0,4031.0,8875163.138414107263088226318359375,78.0,9686662.025686822831630706787109375,99984.0,8801063.64654190838336944580078125,2187.0,8887172.2388548590242862701416015625,86781.0,4015.0,8724223.38224960863590240478515625,87594.0,9577011.050118513405323028564453125,101751.0,8656068.88940456323325634002685546875,2235.0,8801558.2149103321135044097900390625,
problem_n180_20ee2e08-1db4-4740-a8e1-ab099787a4f9.vrp,180,63.0,4266.0,8490677.35711991228163242340087890625,78.0,9087121.02942278049886226654052734375,100500.0,8964421.55889692343771457672119140625,2453.0,8730132.92525693587958812713623046875,85110.0,4187.0,8512667.10270695388317108154296875,85797.0,9058376.344081617891788482666015625,94766.0,8534197.7915494441986083984375,1672.0,8563914.87886466085910797119140625,
problem_n180_42bec152-d896-43a3-8605-016372ec6d70.vrp,180,63.0,4437.0,10749699.9411447346210479736328125,78.0,11392158.005171068012714385986328125,104515.0,10811824.5713128149509429931640625,2640.0,10625517.38686122559010982513427734375,83469.0,4390.0,10665126.7735089771449565887451171875,84219.0,11347969.73832103423774242401123046875,95891.0,10641641.59825060330331325531005859375,2297.0,10453208.13709572888910770416259765625,
problem_n180_4a6efcda-4f03-4b55-b910-e172b8094775.vrp,180,78.0,4188.0,8617131.240997731685638427734375,109.0,9182694.91853607259690761566162109375,109157.0,8628004.4583703540265560150146484375,2265.0,8852563.711178325116634368896484375,87406.0,4172.0,8507170.30611850507557392120361328125,88125.0,9389073.82766870222985744476318359375,107641.0,8446674.23232937790453433990478515625,2203.0,8555653.8057899735867977142333984375,
problem_n180_6517b9f6-0d2f-416f-9e81-3403ded5ac45.vrp,180,63.0,4547.0,11550985.28420065343379974365234375,93.0,12028182.29105543904006481170654296875,104641.0,11621405.0051216073334217071533203125,1781.0,11446575.07714145444333553314208984375,90344.0,4610.0,11225295.12890683673322200775146484375,91172.0,11873898.00032273866236209869384765625,106125.0,11141234.59355942904949188232421875,2203.0,11248613.61798422597348690032958984375,
problem_n180_6a3f757e-d772-46a4-9092-46653d9eeb28.vrp,180,78.0,4640.0,11341157.93255202285945415496826171875,78.0,11708938.199285469949245452880859375,100078.0,11333478.55403633601963520050048828125,2391.0,11190485.29507140628993511199951171875,85750.0,4609.0,10996546.5970551185309886932373046875,86547.0,11352213.85445581376552581787109375,102376.0,10747858.43439514748752117156982421875,2016.0,10920283.79711645655333995819091796875,
problem_n180_6e050b9d-add1-4039-a190-9434e10978af.vrp,180,63.0,4110.0,8564530.8305037654936313629150390625,93.0,9226787.0822673141956329345703125,101563.0,8661113.79883111454546451568603515625,1719.0,8919822.53053189255297183990478515625,83782.0,4032.0,8572616.9574779979884624481201171875,84719.0,9749709.70962652005255222320556640625,99063.0,8574223.73886506073176860809326171875,1969.0,8631509.92090347222983837127685546875,
problem_n180_89d3bcce-87a8-45bb-93d1-7664b96a92ef.vrp,180,78.0,4656.0,10891453.8537645675241947174072265625,78.0,11566312.06770113296806812286376953125,108672.0,11224021.02682153880596160888671875,2375.0,11007520.29654986225068569183349609375,85719.0,4610.0,10910317.12455189786851406097412109375,86609.0,11630613.46975730173289775848388671875,107828.0,10823006.53676490299403667449951171875,1719.0,11055840.32700729556381702423095703125,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n190_0cf4901c-19e1-4169-8ed8-eb84a0b98d08.vrp,190,78.0,4906.0,10130843.2975876219570636749267578125,94.0,10774756.8638846911489963531494140625,108954.0,10233100.36750699765980243682861328125,1984.0,10104674.70553405769169330596923828125,96547.0,4891.0,9928553.31927267275750637054443359375,97500.0,10440498.84311301819980144500732421875,111313.0,9751939.22704044170677661895751953125,3078.0,9815497.0181322954595088958740234375,
problem_n190_2b029e1f-b638-4c42-a77e-133b0c128c46.vrp,190,78.0,5281.0,11523844.98889680765569210052490234375,94.0,12088320.1176872439682483673095703125,105110.0,11720957.525321133434772491455078125,2843.0,11431446.96379349939525127410888671875,95890.0,5344.0,11423421.5358905754983425140380859375,96704.0,12057898.37580638565123081207275390625,110750.0,11221168.795236311852931976318359375,2313.0,11349964.09446999244391918182373046875,
problem_n190_630ec30b-4bdf-4b05-9982-e287c1a039e2.vrp,190,78.0,5172.0,10523202.6292986162006855010986328125,78.0,11453226.25678759254515171051025390625,119578.0,10547436.1841887272894382476806640625,2484.0,10753989.65923274122178554534912109375,98953.0,5203.0,10423406.73663265816867351531982421875,99719.0,11355326.51352021656930446624755859375,107000.0,10544920.12834746204316616058349609375,2516.0,10412440.2418333999812602996826171875,
problem_n190_7a6e7d18-acdf-48dd-b296-7b3b0abf636f.vrp,190,78.0,4906.0,9892115.43176603503525257110595703125,109.0,10631538.2981256134808063507080078125,107204.0,9835135.032118208706378936767578125,2109.0,9980849.2621899135410785675048828125,95328.0,4938.0,9711481.41981308162212371826171875,96391.0,10427899.4036474339663982391357421875,109438.0,9794152.080385036766529083251953125,2344.0,9722460.81683637015521526336669921875,
problem_n190_a2513a2c-8e55-428b-bc34-2554fcd370cd.vrp,190,109.0,4735.0,8787509.93691349029541015625,94.0,9576061.700487770140171051025390625,108969.0,9014114.20296628773212432861328125,2187.0,9123369.5103787891566753387451171875,99906.0,4531.0,8821309.16697002761065959930419921875,100719.0,9573547.14690863899886608123779296875,111750.0,8715197.744562409818172454833984375,2750.0,8745369.89846381358802318572998046875,
problem_n190_afffdd9f-bade-47dc-9ae2-3b68d4d876f5.vrp,190,79.0,4562.0,8808801.3500865660607814788818359375,94.0,9234730.9378232993185520172119140625,114375.0,8880661.5676800645887851715087890625,2172.0,8880422.67931635864078998565673828125,94297.0,4516.0,8531691.00538395345211029052734375,95282.0,9175160.4325985498726367950439453125,110906.0,8621471.3370948098599910736083984375,2891.0,8537386.07193259336054325103759765625,
problem_n190_b536ea23-ae4c-4d0e-89ab-3981936fd1c2.vrp,190,78.0,5250.0,11064218.71310316957533359527587890625,94.0,11741452.6528840772807598114013671875,103297.0,11311168.34150552190840244293212890625,2922.0,11120485.15276211313903331756591796875,100282.0,5172.0,10964056.40315757878124713897705078125,101344.0,11545213.66274376027286052703857421875,111656.0,11020893.86977773718535900115966796875,2031.0,10917454.31779005192220211029052734375,
problem_n190_d9c45a58-c10f-4c49-a65b-410aeacaadd2.vrp,190,63.0,5219.0,11440556.85300316475331783294677734375,93.0,11785769.46440099179744720458984375,107828.0,11581307.1141094528138637542724609375,2188.0,11362422.06643988005816936492919921875,93219.0,5265.0,11114291.79181030578911304473876953125,94188.0,11420380.22370350919663906097412109375,106156.0,11402154.126320026814937591552734375,2000.0,11033065.21945170126855373382568359375,
problem_n190_ec0537f4-b04f-41f2-a3ef-8048c9d10b3c.vrp,190,78.0,5265.0,11246256.9023774154484272003173828125,93.0,11924226.03497477807104587554931640625,106344.0,11185510.30620370246469974517822265625,1985.0,11499930.6393290460109710693359375,96297.0,5016.0,11090109.6320331096649169921875,97032.0,11755094.4192263968288898468017578125,107609.0,11144173.2623079828917980194091796875,2297.0,10915070.62437123246490955352783203125,
problem_n190_f1f67a78-c2ec-4e49-9df3-4b36e1fc8496.vrp,190,78.0,4765.0,9538593.9022306464612483978271484375,93.0,10691548.69474024511873722076416015625,115000.0,9549487.046296946704387664794921875,2250.0,9655563.21505522914230823516845703125,95078.0,4890.0,9400486.2153559289872646331787109375,95813.0,10454148.4008996225893497467041015625,119125.0,9477491.22260237671434879302978515625,3266.0,9203489.00318157859146595001220703125,
