id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n80_7d52084b-0793-417e-80d7-4fb3b8331538.vrp,80,16.0,407.0,4381387.35378249175846576690673828125,16.0,4867673.7655068337917327880859375,14449.0,4286106.083082315512001514434814453125,343.0,4262014.015725768171250820159912109375,17506.0,433.0,4276682.601479754783213138580322265625,17547.0,5201962.540565549395978450775146484375,14600.0,4160711.510409272275865077972412109375,390.0,4261331.90969735197722911834716796875,
problem_n80_7eb12ebe-b9d3-476e-92e0-cf1826a9347d.vrp,80,31.0,469.0,4544694.393737682141363620758056640625,16.0,5038759.562699976377189159393310546875,14950.0,4357157.70158308930695056915283203125,328.0,4544403.501429687254130840301513671875,17126.0,454.0,4463089.00117805041372776031494140625,17187.0,5171936.82114471495151519775390625,13993.0,4389785.682580910623073577880859375,359.0,4516621.274777195416390895843505859375,
problem_n80_ad2a89a0-c413-4b21-b8c9-4a1975a144b6.vrp,80,16.0,422.0,4352516.200326032936573028564453125,16.0,4588615.428892272524535655975341796875,14755.0,4292323.607441985048353672027587890625,359.0,4423370.0912322290241718292236328125,17856.0,422.0,4450463.408671739511191844940185546875,17837.0,4736109.674276523292064666748046875,14391.0,4135143.2866899450309574604034423828125,406.0,4387756.315021687187254428863525390625,
problem_n80_c0d1718b-639e-4221-b5a4-3c0d2cb510b8.vrp,80,15.0,469.0,5954354.57277350686490535736083984375,16.0,7104349.5762948356568813323974609375,14904.0,5764649.839403234422206878662109375,406.0,6053937.941234356723725795745849609375,17774.0,484.0,5977381.74727727286517620086669921875,17909.0,7015378.91534651257097721099853515625,14745.0,5746706.63226000778377056121826171875,451.0,6180144.1488154195249080657958984375,
problem_n80_c66079a2-fc58-4196-9b13-ee3e6176590e.vrp,80,15.0,382.0,3973090.58811759017407894134521484375,31.0,4643479.850386471487581729888916015625,14687.0,3913431.2652520216070115566253662109375,438.0,4119573.427763237617909908294677734375,17689.0,375.0,3948588.8960128775797784328460693359375,17833.0,4600526.06445158459246158599853515625,15401.0,3834204.732005569152534008026123046875,375.0,3950201.077874724753201007843017578125,
problem_n80_d09d4b15-001b-4b7e-90e9-cfb361361b73.vrp,80,15.0,437.0,5010780.67055325396358966827392578125,32.0,5320144.617361963726580142974853515625,13717.0,4955725.8162108398973941802978515625,312.0,5153614.026505687274038791656494140625,17390.0,453.0,5030386.691291914321482181549072265625,17598.0,5834575.51635620929300785064697265625,13617.0,4888716.70825616829097270965576171875,422.0,5070060.5332087017595767974853515625,
problem_n80_fa935c02-a2b1-4046-97e7-5ff1d2031f5e.vrp,80,16.0,421.0,4477268.005843368358910083770751953125,15.0,5088713.156830104999244213104248046875,14558.0,4417180.681324116885662078857421875,328.0,4559514.862089737318456172943115234375,17356.0,422.0,4471267.55237655155360698699951171875,17463.0,5092037.6922132112085819244384765625,14493.0,4301480.1345356367528438568115234375,359.0,4478196.48572020791471004486083984375,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n90_104c1557-604b-4c42-8cd1-726c33ca4542.vrp,90,15.0,547.0,4279215.1202988587319850921630859375,31.0,4806824.23652459122240543365478515625,21548.0,4292610.894780595786869525909423828125,359.0,4427136.9810351431369781494140625,21426.0,547.0,4221704.05538588948547840118408203125,21663.0,4960599.96145534701645374298095703125,22787.0,4123062.5879500843584537506103515625,420.0,4199558.80143367685377597808837890625,
problem_n90_3129b82c-3a1c-49ca-897a-3c5aeda1dea1.vrp,90,16.0,636.0,5608913.48899514414370059967041015625,31.0,5855755.6773330233991146087646484375,19801.0,5561630.583612396381795406341552734375,516.0,5572478.016454718075692653656005859375,22075.0,625.0,5424679.899057306349277496337890625,22165.0,5950463.783745466731488704681396484375,22305.0,5329089.622881564311683177947998046875,469.0,5652988.71508743800222873687744140625,
problem_n90_4c7090e1-03b1-4848-bb9c-3fc7898fb3f7.vrp,90,31.0,657.0,5470459.083418295718729496002197265625,31.0,6254760.34231929667294025421142578125,22906.0,5506141.729924834333360195159912109375,562.0,5482150.41013387404382228851318359375,22890.0,656.0,5328375.339537312276661396026611328125,22935.0,5827809.390779566951096057891845703125,23674.0,5355599.868183012120425701141357421875,484.0,5385613.6258875988423824310302734375,
problem_n90_5eeae1ca-cc48-4aa2-889a-db8a492f9019.vrp,90,31.0,609.0,5185790.2166523151099681854248046875,32.0,5568796.22703089751303195953369140625,21808.0,4986725.462170264683663845062255859375,516.0,5005447.9281553141772747039794921875,23343.0,594.0,5099265.135949694551527500152587890625,23421.0,5529585.21165541373193264007568359375,21275.0,4895611.58089888095855712890625,406.0,5086784.888266247697174549102783203125,
problem_n90_7234421e-0485-4352-94da-cf3ee92f2728.vrp,90,31.0,688.0,5161015.6404468007385730743408203125,32.0,5932726.726300768554210662841796875,22872.0,5021320.547266039066016674041748046875,406.0,5177315.3013216443359851837158203125,22671.0,594.0,5148935.94026093743741512298583984375,22758.0,5744236.330152311362326145172119140625,22009.0,4988866.2796620689332485198974609375,422.0,5214242.958232386969029903411865234375,
problem_n90_7d195cce-3d10-46c7-8858-cd729db7c320.vrp,90,16.0,640.0,6077680.00255661644041538238525390625,15.0,6723356.752708978950977325439453125,21972.0,5906354.296246278099715709686279296875,375.0,6080766.0565382540225982666015625,21730.0,656.0,5931954.66162109375,21763.0,6413085.6255344115197658538818359375,21190.0,5791057.277304622344672679901123046875,485.0,5991827.8972595967352390289306640625,
problem_n90_9e8e4b80-8f35-44fb-afdc-9109e5fb2e01.vrp,90,16.0,641.0,7257777.790842956863343715667724609375,15.0,7726586.883772908709943294525146484375,22542.0,7076659.705696691758930683135986328125,532.0,7118903.73143994994461536407470703125,22145.0,687.0,7233659.107549485750496387481689453125,22265.0,7797775.53863137774169445037841796875,20712.0,6964016.8105978555977344512939453125,453.0,7101464.548677955754101276397705078125,
problem_n90_d43dfbc5-4f32-4158-8c0f-66bdd5330284.vrp,90,31.0,610.0,5111460.1056433357298374176025390625,31.0,5515045.8127246685326099395751953125,21109.0,4970241.20077690295875072479248046875,500.0,5197722.575295575894415378570556640625,22084.0,593.0,5077236.87463700585067272186279296875,22031.0,5818742.1721713803708553314208984375,24080.0,4863897.109798602759838104248046875,672.0,5068226.48156337253749370574951171875,
problem_n90_d4ad7310-b848-4a76-8b92-fa66a036c495.vrp,90,16.0,625.0,4901573.8370075784623622894287109375,15.0,5599459.144557834602892398834228515625,22122.0,4802737.036698157899081707000732421875,454.0,5004491.889180081896483898162841796875,22711.0,578.0,4943354.7737241722643375396728515625,22837.0,5471531.12863589264452457427978515625,21593.0,4718558.407008149661123752593994140625,703.0,4824023.054951175116002559661865234375,
problem_n90_db1819bd-a7d5-4a89-ad71-8f62804a0f8f.vrp,90,31.0,672.0,5670600.833879928104579448699951171875,31.0,6259767.57058438099920749664306640625,22319.0,5700869.971296812407672405242919921875,516.0,5861532.08283323235809803009033203125,22775.0,641.0,5948894.5211531408131122589111328125,22779.0,6301488.17464809305965900421142578125,21079.0,5506101.11781224422156810760498046875,672.0,5785652.376875807531177997589111328125,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n100_0e8bf0f7-9623-4210-8455-c75c502b4c7f.vrp,100,16.0,907.0,6322556.59942605532705783843994140625,16.0,6923228.75681254081428050994873046875,29586.0,6323796.618801294825971126556396484375,531.0,6316034.986862282268702983856201171875,27601.0,911.0,6274617.91955042071640491485595703125,27640.0,7305614.42662920616567134857177734375,30602.0,6297198.89532374031841754913330078125,734.0,6261989.621722131036221981048583984375,
problem_n100_1fa80667-d62a-4989-90bc-04d7ddc0fc6e.vrp,100,31.0,797.0,5448398.5825721137225627899169921875,32.0,6224181.555226582102477550506591796875,29829.0,5327227.273669253103435039520263671875,547.0,5640708.48486591875553131103515625,28862.0,781.0,5318922.202227353118360042572021484375,28925.0,5899190.169833086431026458740234375,31899.0,5194366.214298904873430728912353515625,547.0,5367187.837773062288761138916015625,
problem_n100_45df9596-5efa-461c-b640-426fb9e4007e.vrp,100,32.0,939.0,7147017.040341849438846111297607421875,32.0,7604160.4266907162964344024658203125,30904.0,7055463.16753416322171688079833984375,609.0,6996531.006832077167928218841552734375,27211.0,922.0,7037941.173226880840957164764404296875,27202.0,7508965.59062221087515354156494140625,31249.0,6941475.563236065208911895751953125,795.0,6933395.014291507191956043243408203125,
problem_n100_4bccbb36-4232-49b0-9c44-b000e0b94e74.vrp,100,16.0,860.0,5692794.63223831355571746826171875,31.0,6274711.42739093862473964691162109375,30544.0,5564099.450502343475818634033203125,531.0,5754545.115222427062690258026123046875,28281.0,860.0,5662417.696898677386343479156494140625,28341.0,6166311.1381021626293659210205078125,30112.0,5555387.727563984692096710205078125,750.0,5624796.496551227755844593048095703125,
problem_n100_4d9776e0-c43e-4fc4-bc37-73c52fdbd61e.vrp,100,31.0,766.0,5035038.407393048517405986785888671875,31.0,5435654.959148400463163852691650390625,28328.0,4991210.750368026085197925567626953125,500.0,5147369.626676059328019618988037109375,27865.0,765.0,4944674.45297838188707828521728515625,28015.0,5826464.38204480893909931182861328125,30467.0,4884207.13470749370753765106201171875,812.0,5012222.405964025296270847320556640625,
problem_n100_7153e272-5abc-4bc6-ba8d-835df8eaba3b.vrp,100,31.0,860.0,6120220.006245262920856475830078125,31.0,6585785.46064744703471660614013671875,31934.0,6069885.845700442790985107421875,718.0,6113255.578290321864187717437744140625,27403.0,859.0,6121741.4976902715861797332763671875,27376.0,6383546.93964449129998683929443359375,33231.0,5852782.859276115894317626953125,609.0,5863605.735436759889125823974609375,
problem_n100_86348428-201b-4613-8923-b0a3da6baaee.vrp,100,16.0,791.0,4874948.406536658294498920440673828125,31.0,5439503.77092401869595050811767578125,31304.0,4859137.59109215624630451202392578125,501.0,5131495.293399271555244922637939453125,27352.0,765.0,4886796.83120149187743663787841796875,27461.0,5440090.48427974991500377655029296875,30531.0,4830669.016243810765445232391357421875,687.0,5036893.64595017768442630767822265625,
problem_n100_b841e8d2-12f4-4b25-91e0-7ea0bc72fa9b.vrp,100,31.0,859.0,6157756.85017968527972698211669921875,31.0,6616325.426958777010440826416015625,28671.0,6003626.39685973711311817169189453125,609.0,6038160.87620032764971256256103515625,26938.0,859.0,6028521.507794569246470928192138671875,26861.0,6480864.489909109659492969512939453125,31208.0,5928392.529619957320392131805419921875,547.0,6011194.455531722865998744964599609375,
problem_n100_ce200feb-966b-47e2-b79f-e9d124c88146.vrp,100,31.0,815.0,4942526.2142301015555858612060546875,32.0,5484862.347728717140853404998779296875,28528.0,4754045.5964388363063335418701171875,625.0,4932179.35459578968584537506103515625,26238.0,790.0,4880132.664654477499425411224365234375,26111.0,5131666.997433417476713657379150390625,30375.0,4701677.54670500941574573516845703125,656.0,4851554.2909061796963214874267578125,
problem_n100_fd821a29-a93a-4b58-acac-8ad5ef1ea4e9.vrp,100,31.0,875.0,6489476.8334408812224864959716796875,31.0,7083550.650659724138677120208740234375,30844.0,6451331.7868237458169460296630859375,531.0,6408793.568536185659468173980712890625,27060.0,844.0,6430303.794899440370500087738037109375,26937.0,7322715.032509352080523967742919921875,28922.0,6440180.1825132630765438079833984375,656.0,6552933.1274443678557872772216796875,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n110_083ee6b4-c37b-4fc8-bc6e-cc034c43f975.vrp,110,31.0,1171.0,6283921.07240133918821811676025390625,46.0,6646840.37851593829691410064697265625,40669.0,6166282.021010861732065677642822265625,560.0,6148873.3214638419449329376220703125,32865.0,1140.0,6082587.176146593876183032989501953125,32657.0,6936787.9839728958904743194580078125,40353.0,5950433.14498314447700977325439453125,844.0,6119786.626480028964579105377197265625,
problem_n110_43d26258-5ff3-4c5a-9d16-60888441c463.vrp,110,31.0,1179.0,8631951.424578689038753509521484375,31.0,9262012.915387220680713653564453125,36492.0,8398907.441177882254123687744140625,890.0,8578418.33767406642436981201171875,33153.0,1157.0,8473859.44209615886211395263671875,33157.0,9131058.36448788456618785858154296875,38714.0,8433136.8665765784680843353271484375,796.0,8363211.24939289502799510955810546875,
problem_n110_4c630bec-a3b0-49f9-ae4d-1d35074360f3.vrp,110,31.0,1172.0,6828447.74349156953394412994384765625,32.0,7350052.140536683611571788787841796875,37836.0,6830768.180194658227264881134033203125,
