id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n20_0244ef54-6f90-443c-89b1-bc24697a74ca.vrp,20,5.0,28.0,1657273.2493490092456340789794921875,6.0,1890958.159879106096923351287841796875,523.0,1579201.53648474649526178836822509765625,22.0,1605173.922613739036023616790771484375,1238.0,16.0,1619936.46665147109888494014739990234375,1212.0,1890958.159879106096923351287841796875,457.0,1532562.1434806473553180694580078125,30.0,1596223.812304675579071044921875,
problem_n20_54e3b36d-7d57-4a86-bed6-f38fdf68b2e4.vrp,20,3.0,15.0,1298787.1378739778883755207061767578125,5.0,1671215.3263214449398219585418701171875,520.0,1257477.1673214449547231197357177734375,42.0,1259404.08557985280640423297882080078125,1182.0,20.0,1237322.1213214448653161525726318359375,1247.0,1536071.9573214449919760227203369140625,531.0,1216308.181324145756661891937255859375,26.0,1241533.63432144490070641040802001953125,
problem_n20_5b0d4b50-9d96-440c-866a-d7ae5ac46c77.vrp,20,3.0,14.0,1558483.1977295638062059879302978515625,4.0,1968128.23194808163680136203765869140625,526.0,1521617.06381200416944921016693115234375,26.0,1578011.74672956368885934352874755859375,1193.0,13.0,1523858.34922417462803423404693603515625,1182.0,1853846.471224174834787845611572265625,520.0,1475178.714306615293025970458984375,28.0,1516661.43222417472861707210540771484375,
problem_n20_6782a205-890d-4ff1-8192-618ae037ecc3.vrp,20,2.0,16.0,1577880.09238795633427798748016357421875,6.0,1872896.59430389222688972949981689453125,537.0,1618951.86470778263173997402191162109375,28.0,1578557.61070778290741145610809326171875,1216.0,13.0,1616610.38838795642368495464324951171875,1219.0,1802197.7223038920201361179351806640625,509.0,1543069.7923751068301498889923095703125,27.0,1578178.847845100797712802886962890625,
problem_n20_8e22c409-cd29-4e80-982f-132b5ef5976e.vrp,20,2.0,12.0,1388008.84519054554402828216552734375,4.0,1704394.23156425566412508487701416015625,489.0,1389868.7731905453838407993316650390625,27.0,1485403.59374279226176440715789794921875,1223.0,21.0,1386944.8651905455626547336578369140625,1270.0,1654401.6734168850816786289215087890625,509.0,1385471.76819054526276886463165283203125,31.0,1390830.81626724195666611194610595703125,
problem_n20_935cd89d-bc09-4713-b2de-66f2ac183147.vrp,20,2.0,13.0,1740189.8027469129301607608795166015625,4.0,1803497.6740716136991977691650390625,493.0,1700128.05709948553703725337982177734375,21.0,1707801.51942956238053739070892333984375,1446.0,21.0,1731901.5293987230397760868072509765625,1412.0,1783842.612313495017588138580322265625,547.0,1667973.5125804725103080272674560546875,31.0,1710174.7018547020852565765380859375,
problem_n20_aff038a6-9dd0-473d-a685-9fa2302fa761.vrp,20,0.0,32.0,1652648.3447173051536083221435546875,0.0,1954408.882945173420011997222900390625,453.0,1652977.80971730477176606655120849609375,15.0,1652977.80971730523742735385894775390625,1219.0,16.0,1648170.67946373415179550647735595703125,1218.0,1793160.0758809070102870464324951171875,438.0,1642805.84714309335686266422271728515625,16.0,1744277.430686403997242450714111328125,
problem_n20_bea17ac8-0358-4a6e-8e31-0edbaa65fda4.vrp,20,0.0,0.0,1391520.454678766429424285888671875,0.0,1469520.84545555175282061100006103515625,484.0,1247256.59572995058260858058929443359375,32.0,1256657.27690491476096212863922119140625,1062.0,16.0,1287288.9266639910638332366943359375,1078.0,1413440.951672085560858249664306640625,469.0,1246960.804729950614273548126220703125,31.0,1293071.723804543726146221160888671875,
problem_n20_d336d231-68a0-4305-ab83-433066a36491.vrp,20,15.0,16.0,1476431.1877979934215545654296875,0.0,1547260.16779799317009747028350830078125,484.0,1480616.6907979934476315975189208984375,16.0,1474806.600829909555613994598388671875,1203.0,0.0,1485028.21059287898242473602294921875,1219.0,1731608.499456278979778289794921875,453.0,1442405.3118299092166125774383544921875,31.0,1525453.67539891018532216548919677734375,
problem_n20_dab22ded-3878-4331-9436-a3e7667c9906.vrp,20,0.0,16.0,1113750.37097750720568001270294189453125,0.0,1483641.1763548091985285282135009765625,469.0,1084047.51897750725038349628448486328125,16.0,1129148.76005352078936994075775146484375,984.0,16.0,1113739.58997750724665820598602294921875,1015.0,1529585.4049708195962011814117431640625,485.0,1082643.4202955639921128749847412109375,31.0,1139074.9680974925868213176727294921875,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n30_164002c5-0b40-4290-9cf9-1de5df9a0189.vrp,30,0.0,31.0,2445879.935487176291644573211669921875,16.0,2582931.52780148200690746307373046875,1063.0,2315454.93097412772476673126220703125,63.0,2315967.5119741274975240230560302734375,2719.0,31.0,2389149.407275813631713390350341796875,2688.0,2890158.91043854318559169769287109375,1032.0,2299771.53680547140538692474365234375,78.0,2397719.2637572675012052059173583984375,
problem_n30_2c89d444-9a09-4bc1-9974-a6f7b3f73d03.vrp,30,15.0,47.0,2628838.0689480579458177089691162109375,16.0,2911353.718034931458532810211181640625,969.0,2517329.8659186889417469501495361328125,62.0,2661257.87207102961838245391845703125,2484.0,31.0,2670127.8559460663236677646636962890625,2562.0,2861736.729400263167917728424072265625,1016.0,2494447.5057513229548931121826171875,78.0,2458410.167638030834496021270751953125,
problem_n30_4970dd61-6362-409c-808c-ec04c7ec466e.vrp,30,0.0,31.0,1845274.12744956277310848236083984375,0.0,2002988.8209236296825110912322998046875,1001.0,1811412.82339544012211263179779052734375,32.0,1893126.4917706171981990337371826171875,2500.0,78.0,1857618.75483118928968906402587890625,2516.0,2316614.7493196283467113971710205078125,1047.0,1783954.51720636687241494655609130859375,78.0,1849307.0894849598407745361328125,
problem_n30_5c002d7e-8954-453a-aaac-061aff16d87f.vrp,30,16.0,31.0,2202134.9697847603820264339447021484375,0.0,2185819.7743289335630834102630615234375,1000.0,1972977.26131907664239406585693359375,47.0,2193543.6574324802495539188385009765625,2610.0,31.0,2054583.22265866002999246120452880859375,2610.0,2470046.189424435608088970184326171875,1109.0,1970952.95561974612064659595489501953125,46.0,2003022.1769946855492889881134033203125,
problem_n30_81bf4755-5e50-4164-a743-d504430e38cc.vrp,30,0.0,31.0,2678330.128681502304971218109130859375,0.0,2997728.405028087086975574493408203125,1031.0,2535029.579105143435299396514892578125,63.0,2617230.3331051431596279144287109375,2610.0,31.0,2609966.2572893244214355945587158203125,2594.0,3164567.14399228803813457489013671875,1016.0,2505192.250105143524706363677978515625,78.0,2582636.7147466153837740421295166015625,
problem_n30_951cf9bc-3c32-4834-a3f5-c039fe193ff9.vrp,30,0.0,31.0,2054176.44091240712441504001617431640625,0.0,2505732.498558533377945423126220703125,1187.0,2036855.636224842630326747894287109375,47.0,2308411.4417204149067401885986328125,2672.0,32.0,2084359.60017797979526221752166748046875,2703.0,2367301.189241050742566585540771484375,1234.0,2002210.079362493939697742462158203125,78.0,2031555.66772558726370334625244140625,
problem_n30_9b040883-369d-4430-ba65-be0caf5edbb2.vrp,30,0.0,32.0,2246372.1684132977388799190521240234375,0.0,2403710.2224015886895358562469482421875,1078.0,2207047.7852207361720502376556396484375,46.0,2255985.3573683327995240688323974609375,2453.0,47.0,2390871.34476209618151187896728515625,2578.0,2336444.6062207357026636600494384765625,1109.0,2173123.437220736406743526458740234375,47.0,2239888.9632657016627490520477294921875,
problem_n30_aab882e0-0a1f-4a27-a024-b034484e2c0c.vrp,30,0.0,47.0,1763918.40782591141760349273681640625,0.0,1969880.726907637901604175567626953125,1188.0,1673595.9086647010408341884613037109375,47.0,1708447.5323783908970654010772705078125,2719.0,15.0,1726261.7239264086820185184478759765625,2687.0,2020966.2812465704046189785003662109375,1218.0,1662278.3234702455811202526092529296875,63.0,1702758.6683783908374607563018798828125,
problem_n30_e764d569-42f9-4544-b343-8f42ba0dbe7f.vrp,30,0.0,31.0,1976794.91184148541651666164398193359375,0.0,2437331.360985063947737216949462890625,1016.0,1894807.62619824311695992946624755859375,47.0,2138814.9274830096401274204254150390625,2422.0,31.0,1977103.04023486189544200897216796875,2391.0,2445549.52444927953183650970458984375,1000.0,1871650.0369184245355427265167236328125,47.0,1933879.652726856060326099395751953125,
problem_n30_eada1a03-906a-42d2-b972-02e6eff757ca.vrp,30,0.0,31.0,2114808.176440593786537647247314453125,0.0,2486373.095525014214217662811279296875,1187.0,2113184.9777233987115323543548583984375,62.0,2155019.85824078880250453948974609375,2562.0,31.0,2124446.5158160929568111896514892578125,2562.0,2483186.528525014407932758331298828125,1094.0,2083343.6025258968584239482879638671875,63.0,2110793.54690130986273288726806640625,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n40_101b36eb-e232-48f0-b6ca-79625041d2c4.vrp,40,0.0,63.0,3038085.1180306472815573215484619140625,0.0,3586568.184291590936481952667236328125,2094.0,2967845.535389162600040435791015625,125.0,2954269.6175784505903720855712890625,4781.0,63.0,3028829.908862705342471599578857421875,4734.0,3384606.3983552488498389720916748046875,2063.0,2915874.15728602372109889984130859375,94.0,3028281.4252714230678975582122802734375,
problem_n40_313632d3-83e9-4a15-8520-95bc2867a927.vrp,40,16.0,62.0,2435549.3630353622138500213623046875,0.0,2600796.1744586117565631866455078125,2125.0,2308123.6010047537274658679962158203125,94.0,2429565.900237478315830230712890625,4454.0,62.0,2372123.0436709593050181865692138671875,4422.0,2660328.373096764087677001953125,2218.0,2238742.9824460302479565143585205078125,125.0,2324006.234774424694478511810302734375,
problem_n40_3b1c350d-5661-4034-b08e-c00a7962ce4c.vrp,40,16.0,62.0,2596438.720248433761298656463623046875,16.0,2975369.9315539184026420116424560546875,2062.0,2598125.0702611752785742282867431640625,125.0,2594361.874768857844173908233642578125,4734.0,62.0,2581148.1352050495333969593048095703125,4703.0,2843996.4935237593017518520355224609375,2109.0,2486338.005051056854426860809326171875,109.0,2525498.3850821633823215961456298828125,
problem_n40_4451d7ca-1d57-4fe7-9e19-53e1c50ebe98.vrp,40,16.0,78.0,2800433.506644519977271556854248046875,16.0,2925620.02588798664510250091552734375,2203.0,2751877.949478144757449626922607421875,78.0,2808733.3370822505094110965728759765625,4500.0,63.0,2736121.139524043537676334381103515625,4516.0,3119210.9309838903136551380157470703125,2313.0,2678882.46067965589463710784912109375,110.0,2764920.4699564087204635143280029296875,
problem_n40_4c923aaa-2d23-44bb-8b0d-ad7d0d6c25f3.vrp,40,0.0,78.0,2922935.057333542965352535247802734375,0.0,3277685.32611101679503917694091796875,2156.0,2918605.92492869682610034942626953125,94.0,3034936.9878542455844581127166748046875,4656.0,62.0,3005225.90988129191100597381591796875,4578.0,3248786.5756251462735235691070556640625,2188.0,2888633.5958778173662722110748291015625,78.0,2953998.8645354579202830791473388671875,
problem_n40_8c05e851-2257-450b-9a78-8b210c795119.vrp,40,0.0,62.0,2549960.988786472938954830169677734375,15.0,2979471.085728756152093410491943359375,2234.0,2497125.559045356698334217071533203125,125.0,2497969.67356817983090877532958984375,4813.0,62.0,2491808.68144877813756465911865234375,4766.0,3023859.6093863849528133869171142578125,2187.0,2455379.926137723028659820556640625,78.0,2588929.55418552272021770477294921875,
problem_n40_baca5e33-37be-4ea1-b63b-454184f3693a.vrp,40,0.0,62.0,2278101.5607458311133086681365966796875,0.0,2604223.61474279500544071197509765625,2250.0,2228285.8251575641334056854248046875,110.0,2332102.5418762676417827606201171875,4188.0,78.0,2318680.9734458518214523792266845703125,4125.0,2748392.4711250676773488521575927734375,2093.0,2213452.3941372516565024852752685546875,110.0,2280782.9134330595843493938446044921875,
problem_n40_ce3fb0d7-9975-4e7d-b9ef-1e7139f9e38c.vrp,40,0.0,62.0,2776011.39320563338696956634521484375,16.0,2940746.302589518018066883087158203125,2109.0,2709011.65501834452152252197265625,63.0,2773243.858737400732934474945068359375,4093.0,94.0,2786359.8496219268999993801116943359375,4062.0,2946036.236589518375694751739501953125,2141.0,2652972.45907439291477203369140625,94.0,2701330.13702057860791683197021484375,
problem_n40_e1a41746-830a-4974-95e3-46185362f55a.vrp,40,0.0,62.0,2363533.4930085116066038608551025390625,0.0,2618215.9852053285576403141021728515625,2172.0,2365036.4181097517721354961395263671875,78.0,2380877.148258936591446399688720703125,4234.0,63.0,2317694.4316618521697819232940673828125,4219.0,2661760.5182426101528108119964599609375,2062.0,2309021.67269173078238964080810546875,78.0,2392539.03644020669162273406982421875,
problem_n40_f676a1af-0742-477a-8a04-e1f07452c4be.vrp,40,16.0,63.0,2123009.6254917145706713199615478515625,16.0,2581140.04524823091924190521240234375,2141.0,2062606.27928642858751118183135986328125,94.0,2137463.066544731147587299346923828125,4032.0,63.0,2146116.460327268578112125396728515625,4047.0,2504702.83890480734407901763916015625,2000.0,2034767.83985411189496517181396484375,94.0,2116476.6045168335549533367156982421875,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n50_033e194e-4dcc-48f2-a6f8-643b9d06c237.vrp,50,0.0,125.0,3746400.48282043822109699249267578125,0.0,4018648.6703762463293969631195068359375,3625.0,3642274.4302898193709552288055419921875,125.0,3720087.77156963385641574859619140625,6843.0,125.0,3762096.548007078468799591064453125,6843.0,3889102.9493867345154285430908203125,3640.0,3505138.3127644057385623455047607421875,188.0,3605194.655647463165223598480224609375,
problem_n50_1726d4fc-68ab-4e18-b2d8-f643f94748b0.vrp,50,15.0,110.0,2475621.3601298579014837741851806640625,0.0,2992759.046395561657845973968505859375,3578.0,2420230.6746918004937469959259033203125,109.0,2499709.6929502333514392375946044921875,6781.0,109.0,2460633.660880993120372295379638671875,6781.0,2864712.4189307768829166889190673828125,3703.0,2388377.389228991232812404632568359375,157.0,2408292.0062889046967029571533203125,
problem_n50_1e87b6bb-0e09-4f7d-93d6-21251f9b9048.vrp,50,0.0,109.0,3095118.2683270755223929882049560546875,16.0,3458315.8516974993981420993804931640625,3547.0,3017266.323512493632733821868896484375,125.0,3112056.58877183683216571807861328125,7234.0,110.0,3038565.059312860481441020965576171875,7219.0,3350305.739908537827432155609130859375,3766.0,2948117.788883040659129619598388671875,157.0,2994682.0292641664855182170867919921875,
problem_n50_45d6435c-640f-49f3-8565-2d71ddcdd3eb.vrp,50,0.0,109.0,3630524.283145117573440074920654296875,0.0,3906927.0255828388035297393798828125,3672.0,3530233.176243077032268047332763671875,110.0,3613697.92315345816314220428466796875,7031.0,125.0,3557394.2789958664216101169586181640625,7016.0,3796509.6639698036015033721923828125,3391.0,3477193.205451107583940029144287109375,110.0,3668724.7369988374412059783935546875,
problem_n50_4c009eac-cd2f-488e-b393-5c54f6273483.vrp,50,16.0,125.0,3726879.658748135901987552642822265625,0.0,3917003.75166350416839122772216796875,3531.0,3611498.2703102859668433666229248046875,157.0,3763799.8510085199959576129913330078125,6625.0,109.0,3768795.8682842026464641094207763671875,6594.0,3917253.3603957048617303371429443359375,3656.0,3542555.4071466582827270030975341796875,157.0,3738949.3315756046213209629058837890625,
problem_n50_68e2cbfb-24df-4071-809c-72c8e0b1a354.vrp,50,0.0,125.0,3249213.4763424010016024112701416015625,16.0,3753790.954955513589084148406982421875,3609.0,3152910.397728373296558856964111328125,235.0,3345572.709337390027940273284912109375,6671.0,125.0,3232920.8362736566923558712005615234375,6593.0,3602292.1877811849117279052734375,3469.0,3100263.1549220769666135311126708984375,187.0,3225037.55465885810554027557373046875,
problem_n50_6e5c1a68-dcf8-4f6d-b4aa-c9a99d4f5701.vrp,50,16.0,125.0,3643063.4070946457795798778533935546875,16.0,3909721.5269205062650144100189208984375,3453.0,3439110.7973435106687247753143310546875,125.0,3601323.931762102060019969940185546875,6734.0,125.0,3595603.4655663631856441497802734375,6765.0,3963827.856239032931625843048095703125,3610.0,3368491.09039026312530040740966796875,172.0,3492679.146049098111689090728759765625,
problem_n50_82eac126-1fe9-44eb-aa89-59da9006d652.vrp,50,16.0,109.0,2464452.3110259161330759525299072265625,0.0,3006871.3299749125726521015167236328125,3781.0,2383254.109991027973592281341552734375,172.0,2433602.4511781372129917144775390625,6875.0,109.0,2511318.4094160697422921657562255859375,6890.0,2956417.52986277453601360321044921875,3906.0,2336155.4616590919904410839080810546875,125.0,2434119.3954871841706335544586181640625,
problem_n50_84aed204-3c85-49e1-a316-b8f0ec5cd9a3.vrp,50,16.0,125.0,3403820.105393178761005401611328125,0.0,3793076.6081097922287881374359130859375,3344.0,3327892.5838364618830382823944091796875,156.0,3492063.9567396421916782855987548828125,7219.0,110.0,3320650.14764355681836605072021484375,7172.0,3782594.2072629444301128387451171875,3203.0,3225637.231098714284598827362060546875,140.0,3435261.428745272569358348846435546875,
problem_n50_bac0a670-52c6-45f4-b663-e03367944a58.vrp,50,15.0,125.0,3683906.72647556476294994354248046875,0.0,3727128.49414465017616748809814453125,3875.0,3499537.8235120209865272045135498046875,125.0,3599549.700865113176405429840087890625,6937.0,109.0,3512309.7984480480663478374481201171875,6890.0,3944001.6097806249745190143585205078125,3640.0,3440268.2191445589996874332427978515625,125.0,3570358.3785976506769657135009765625,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n60_08e93bd8-8818-43a3-83f0-7c8598e720a1.vrp,60,16.0,218.0,4604156.242193645797669887542724609375,15.0,4758859.3275128416717052459716796875,5579.0,4371002.926673083566129207611083984375,204.0,4390492.3196861781179904937744140625,9875.0,203.0,4501354.691113279201090335845947265625,9844.0,4736125.46286853216588497161865234375,5703.0,4212806.52636235766112804412841796875,219.0,4404752.299595617689192295074462890625,
problem_n60_0d95babf-a0e9-4f71-90a9-12321a5bf1b8.vrp,60,0.0,203.0,5498820.894534197635948657989501953125,15.0,5508221.506685756146907806396484375,5344.0,5219599.87219168245792388916015625,141.0,5442501.9076052010059356689453125,9844.0,203.0,5209481.393706730566918849945068359375,9797.0,6123048.45678533427417278289794921875,5609.0,5049449.31560829840600490570068359375,265.0,5344553.983269669115543365478515625,
problem_n60_577f5d1e-36e9-4b36-95b6-ace20cec84b8.vrp,60,16.0,203.0,3162574.2118409187532961368560791015625,16.0,3512774.8434039284475147724151611328125,5641.0,3125709.148000908084213733673095703125,203.0,3181929.36561641655862331390380859375,9031.0,188.0,3171306.6181392334401607513427734375,9016.0,3390767.8854364440776407718658447265625,5968.0,3073107.894405164755880832672119140625,172.0,3174043.4455120046623051166534423828125,
problem_n60_84e9cd6b-08ac-4b05-9d5a-30ad7c3c38e0.vrp,60,15.0,219.0,3859788.7385554355569183826446533203125,0.0,4584050.59441043995320796966552734375,5953.0,3878305.3672653925605118274688720703125,266.0,4005461.459859701804816722869873046875,9250.0,203.0,3907669.7216413733549416065216064453125,9234.0,4593966.23496362753212451934814453125,5781.0,3806201.05559430830180644989013671875,250.0,4055429.900053649209439754486083984375,
problem_n60_85e6b87c-156d-4285-8b9f-3874f25e55d6.vrp,60,0.0,204.0,3850261.03506029956042766571044921875,15.0,4135004.5493793454952538013458251953125,5438.0,3731510.6728802151046693325042724609375,156.0,3876277.8500124402344226837158203125,9188.0,188.0,3892424.8339085918851196765899658203125,9125.0,4139080.79951399005949497222900390625,5656.0,3575042.3245706572197377681732177734375,172.0,3766352.2682265178300440311431884765625,
problem_n60_8cce6d91-57e8-4b82-a103-01ac99cb315f.vrp,60,0.0,219.0,4568889.201382274739444255828857421875,0.0,5095621.10412884689867496490478515625,5890.0,4405236.62114891223609447479248046875,172.0,4716923.349828832782804965972900390625,9844.0,203.0,4531942.513952882029116153717041015625,9844.0,5202091.02006017975509166717529296875,5812.0,4340066.295888646505773067474365234375,391.0,4580328.51683087646961212158203125,
problem_n60_a571e1b7-3f40-4fe1-9a8f-831d7df27038.vrp,60,0.0,203.0,4678130.29731290973722934722900390625,15.0,5429485.579875216819345951080322265625,6016.0,4583008.934994011186063289642333984375,187.0,4712197.738819277845323085784912109375,10359.0,219.0,4673806.927408347837626934051513671875,10297.0,5504361.645979662425816059112548828125,6109.0,4495780.67867186479270458221435546875,219.0,4579620.994355988688766956329345703125,
problem_n60_a7877c8a-c326-494b-bbe2-77a4d42ff849.vrp,60,16.0,172.0,3189828.46932780183851718902587890625,16.0,3469195.6544038294814527034759521484375,6281.0,3117903.1352735063992440700531005859375,140.0,3213489.70503349043428897857666015625,9578.0,188.0,3112226.3289137366227805614471435546875,9593.0,3446983.6179340980015695095062255859375,5672.0,3003102.794196349568665027618408203125,203.0,3204307.2086283587850630283355712890625,
problem_n60_dd76c0fb-3ac0-4387-97de-13fd0e84e408.vrp,60,15.0,203.0,3402820.0966287278570234775543212890625,15.0,3650001.0226622098125517368316650390625,5875.0,3392965.7615066780708730220794677734375,203.0,3343667.370664636604487895965576171875,10016.0,188.0,3369082.11808605678379535675048828125,10000.0,3951138.727345905266702175140380859375,6063.0,3272969.51084058545529842376708984375,218.0,3391722.30867284350097179412841796875,
problem_n60_eb166d27-9644-4f2d-9db0-fb4ed30a5762.vrp,60,0.0,203.0,4679749.045216935686767101287841796875,15.0,4736040.282346152700483798980712890625,5843.0,4482298.591258767060935497283935546875,172.0,4545283.630152422003448009490966796875,9453.0,203.0,4725407.254260567016899585723876953125,9453.0,4584946.93483203090727329254150390625,5609.0,4407135.92063455469906330108642578125,188.0,4425963.845661335624754428863525390625,
id,size,air distance matrix time,savings air time,savings air result,nn air time,nn air result,jsprit air time,jsprit air result,google air time,google air result,road distance matrix time,savings road time,savings road result,nn road time,nn road result,jsprit road time,jsprit road result,google road time,google road result,
problem_n70_456128eb-a56c-4662-853d-43aec3d6a8c3.vrp,70,16.0,312.0,3930430.4728351845405995845794677734375,16.0,4174263.6987608200870454311370849609375,9032.0,3812341.1592337279580533504486083984375,250.0,3975594.098240144550800323486328125,13656.0,312.0,4001847.962687986902892589569091796875,13594.0,4451643.763076926581561565399169921875,9047.0,3781566.083232534117996692657470703125,391.0,3835962.7917054784484207630157470703125,
problem_n70_53172a0b-2795-4d08-90d7-bb7356c2a149.vrp,70,16.0,328.0,5074213.153122387826442718505859375,16.0,5647055.31483004428446292877197265625,9250.0,4850753.53563907556235790252685546875,297.0,5018451.079406389035284519195556640625,12937.0,328.0,4931707.930493851192295551300048828125,12891.0,5556473.04021848924458026885986328125,9203.0,4882194.656844128854572772979736328125,281.0,5045702.02055820636451244354248046875,
problem_n70_88c65e2e-34f7-45fd-ac78-4c5ff24ff97e.vrp,70,0.0,265.0,3900622.0932535617612302303314208984375,16.0,4107119.398593031801283359527587890625,8829.0,3729901.6455106609500944614410400390625,187.0,3910224.4956976473331451416015625,13438.0,265.0,3828768.2813280918635427951812744140625,13391.0,4195588.945091026835143566131591796875,8828.0,3648588.9721554960124194622039794921875,297.0,3775711.8618015325628221035003662109375,
problem_n70_89538e9f-a9da-4593-980d-34a5c71ae9ac.vrp,70,15.0,344.0,4271545.35836406610906124114990234375,15.0,4555044.633657730184495449066162109375,8891.0,3982252.921795864589512348175048828125,203.0,4188465.76831589452922344207763671875,13562.0,297.0,4225818.08586204238235950469970703125,13484.0,4321338.8857206515967845916748046875,9000.0,4032585.7206603027880191802978515625,250.0,4213606.613148716278374195098876953125,
