id,size,algorithm,air result,road result,
ef3cfde5-4bee-4e39-b4e7-c6adf0d50315,10,221.0,1075.0,
fd705e75-3c66-41d0-8d80-30b2ad448aa2,10,6.0,426.0,
4687c7ec-01a7-4395-b7d1-88c1f818eb0a,10,3.0,359.0,
97094f28-f7a5-4a1b-8447-d850ba3cf291,10,4.0,379.0,
af91bdb8-5bb3-4d87-a410-73dc6695f95b,10,3.0,480.0,
c0e5e65f-d29c-4dcb-857a-3adedc867d3a,10,3.0,376.0,
9c2f6364-ef57-475a-b83a-42e5fbb8dbb5,10,1.0,294.0,
b97d6bcd-2004-4c5e-ac32-d7bc2a268556,10,1.0,408.0,
a5c335bd-b7b3-42bf-bca7-a5fc15e326fa,10,1.0,363.0,
172dfcbf-9f60-41d6-940d-a3591523c725,10,2.0,306.0,
f3979ae6-c5bd-456b-bad0-9f8a9c02d978,20,5.0,1488.0,
505b7f48-a9cb-4a6b-aa4d-9670caf9f99d,20,4.0,1414.0,
9f6ff4d4-efe5-4a99-a61f-b49e8e822c65,20,3.0,1303.0,
7a2ab244-c239-4ebb-af73-33bf50e193be,20,6.0,1400.0,
23ec1833-aae0-4b26-9d79-e684d8f7caa9,20,6.0,1235.0,
cce8dd90-fc02-4ab2-ad39-e7c027b50ed3,20,2.0,1405.0,
e3572d7b-c822-45b8-820b-cb11d9b00e11,20,2.0,1301.0,
dfe7c3e0-15ac-4b1a-89fe-44f6bf0c5020,20,2.0,1102.0,
d3c5150d-351c-4d22-90c5-f6739ee987f1,20,2.0,1327.0,
e13d708b-2cd7-4b85-85bf-3377465114ca,20,2.0,1372.0,
1be15ce5-f00b-4213-8c7d-806a85e98efa,30,4.0,2954.0,
05aae9af-dc0e-444a-b73e-2d6d390ce852,30,3.0,2811.0,
70c8133a-a210-44d2-a83f-b17b3a975219,30,9.0,3153.0,
e2159fe2-50d4-454f-ad0a-9a77aa7169e9,30,3.0,2768.0,
0fe3ce42-7440-49d1-804f-d7747b8b4e83,30,5.0,2953.0,
65544015-6a7b-4197-9c2b-50ddb6bb81ee,30,3.0,2847.0,
14104683-5ae9-4de7-850b-2e00ef739a38,30,3.0,2854.0,
5fd47208-4cdf-4950-87cd-8aa40422b059,30,3.0,3400.0,
a6b49e71-9bb8-407b-9c82-db5cb4fd3f0e,30,3.0,2923.0,
29ee93db-c137-4d7a-ade7-45bef3d92059,30,3.0,2765.0,
f945d2bd-0b76-4ba3-bc0a-cc4bd8a55532,40,5.0,4770.0,
f71a62da-ee96-4d17-adbd-b1932f19a5d2,40,5.0,5852.0,
d64a5e9a-2e8d-4ff2-8a5f-4ec7a1047a0d,40,5.0,5991.0,
